Vessel Name,Previous Name(s),Flag,Previous Flag(s),"Owner Name & Address","Prior Owner(s)","Current Operator","Prior Operator(s)",Call sign,IMO,Other id,Image,IUU Vsl List,Position,Activities,"Actions taken","Outcome"
XING FA,"FENG HAI (effective 2025-03); XIANG HAI (effective 2023-07); J SHORE (effective 2022-09); XING TONG YOU 59 (effective 2018-01); DONG CHENG YOU 10 (effective 2003-07)","SAO TOME AND PRINCIPE (effective 2025-10-21)","Unknown (effective 2025-09); Sierra Leone (effective 2025-03); Unknown (effective 2024-10); Belize (effective 2023-07); Sierra Leone (effective 2022-09); China (effective 2018-01); China (effective 2003-07)","GOLD CHARM INTERNATIONAL ENTERPRISE LTD (IMO Company Number: 0357330) Room 5201-03, 52nd Floor, The Centre, 99, Queen's Road Central, Hong Kong, China. (effective 2025-10-24 – Source: IMO GISIS)","HONGKONG QUN XUN SHIPPING LTD (IMO Company Number: 8550740) Unit 3504, 35th Floor, West Tower, 200, Connaught Road West, Sheung Wan, Hong Kong, China, 999077 (effective 2025-03-13 – Source: IMO GISIS); HONG KONG SHENGZHONGFA INTERNATIONAL LOGISTICS CO LTD Unit 3504, 35/F West Tower Shin Tak Ctr 200 Coonaught Rd, Sheung Wan, Hong Kong (Source: re: Vessel XIANG HAI -SPRFMO Record of Vessels); REDBAY TRADE INTERNATIONAL CO LIMITED, Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH96960 (Source: re: Vessel J.SHORE- Certificate of De-registration – Sierra Leone); unknown","HONG KONG SHENGZHONGFA INTERNATIONAL LOGISTICS CO LTD (Source: SPRFMO Record of Vessels)",unknown,"S.T.P. RC- S9Z6 (Previous: Sierra Leone RC- 9LU2933; Belize RC- V3JI)",8550740,"MMSI: 668116259","Image Source: SPRFMO Record of Vessels","Date included in the IUU Vessel List: 02 March 2026","Eastern quadrant of the SPRFMO Convention Area (various positions)","SPRFMO CMM 12 requires that the at-sea transfer of fuel, crew, gear or any other supplies between two vessels in the Convention Area shall only be undertaken between authorised vessels included in the Commission Record of Vessels. The bunkering vessel, FENG HAI, was flagged to Sierra Leone (SL) in March 2025. SL does not have Member or CNCP status in SPRFMO and its vessels are not found on the SPRFMO Record of Vessels. The vessel FENG HAI (SL) was previously authorised on the SPRFMO Record of Vessels, and operated in SPRFMO, as the Belize flagged vessel XIANG HAI (but was removed from the Belize Registry in October 2024). Following the end of its SPRFMO authorisation the bunkering vessel serviced SPRFMO fishing vessels during November 2024. In 2025, the vessel returned to the SPRFMO Convention area as the renamed/reflagged vessel FENG HAI (SL) and provided bunkering services to SPRFMO fishing vessels in the Convention Area during May - July 2025 without being authorised on the SPRFMO Record of Vessels.","Sierra Leone Maritime Administration: Notified the Secretariat on 2 Oct 2025 that the bunkering of fishing vessels was prohibited and that the FENG HAI had been ex officio cancelled from its registry. Sierra Leone - Ex Officio Cancellation of Registry Letter - Actions taken: 1) Ex officio cancelled from the Registry of the Republic of Sierra Leone; 2) All certificates issued on behalf of the Flag State cease to be valid; 3) The Owner has been fined (and paid) five thousand US dollars (USD $5,000); 4) The Ex Officio Cancellation of Registry enters into force as of the 30th of September 2025; and 5) The obligation remains with the Owner to apply for the “de-registration certificate” (Certificate issued on 22 December 2025 at 08:35 UTC).","Placed on the Final IUU Vessel List"
