Name,Previous Names,Flag of vessel,Previous Flags,"Owner Name & Address","Previous Owner","Vessel Operator",Call sign,"Previous Call sign",IMO number,"Other identifier","Photograph of vessel","Date the vessel was first included in the IUU List","Summary of activities that justifies the inclusion of the vessel on the List, together with reference to all relevant documents informing of and evidencing those activities"
BELLATOR,"TAVRIDA, AURORA, PACIFIC CONQUEROR, NEPTUNE 1, ARTIC FOX, NEPTUNE",Angola,"Russian Federation, Peru, Belize, Denmark, Morocco, Ireland","Cat-Congelacao Atlantica do Tombwa, S.A. Angola","LLC Interkronos; LLC Logistika More; Albatros Company Limited; Sustainable Pelagic Fishery S.A.C.","As above",D3P5442,UBR16,9179359,"MMSI: 603100323",,"6 February 2015","Fishing in the SPRFMO Convention Area without authorisation (air photographs from New Zealand) and prolonged unauthorised presence in the SPRFMO Area (evidence from Chile). (underline indicates details at the time of the IUU activities – last update January 2020)"
